"Fund Name:","Record Date:","Meeting Date","CUSIP","Broadridge Job Number:","Issuer:","Broadridge Client Number:","Total Shares Held via Broadridge Reports:","Number of Proxy Edge Accounts:","Number of Special Processing Accounts:"
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HOUSTON TRUST COMPANY                                                      ,"77K       ",64220.000000,54,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HSBC                                                                       ,"82N       ",1345766.000000,30,3
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HSBC BANK USA NA                                                           ,"6DP       ",25060.000000,7,3
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HSBC SECURITIES (USA) INC.                                                 ,"816       ",74882.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HUNTINGTON NATIONAL BANK                                                   ,"06D       ",69203.000000,272,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",IG WEALTH MANAGEMENT INC.                                                  ,C20       ,10272.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ILLINOIS NATIONAL BANK                                                     ,"51T       ",5.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",INDEPENDENCE BANK                                                          ,"96V       ",8440.000000,64,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",INDIANA TRUST & INVESTMENT MANAGEMEN                                       ,"73R       ",3149.000000,11,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ING FINANCIAL MARKETS LLC                                                  ,"270       ",18369.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","INGALLS & SNYDER, LLC                                                      ","124       ",4897.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",INSPIRA FINANCIAL                                                          ,"6D9       ",36387.000000,100,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",INTRUST BANK N.A.                                                          ,"97T       ",31954.000000,8,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",INVESTORS TRUST COMPANY                                                    ,"03I       ",125.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",INVESTRUST                                                                 ,"65L       ",202.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",IOWA STATE BANK TRUST DEPARTMENT                                           ,"41N       ",7094.000000,17,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",IPAVA STATE BANK                                                           ,"5CW       ",214.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",IRA SERVICES TRUST COMPANY                                                 ,"83M       ",326.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ISABELLA BANK                                                              ,"32S       ",381.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ISRAEL DISCOUNT BANK OF NEW YORK                                           ,"0VE       ",62988.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",J.M. FORBES & CO. LLP                                                      ,"6D1       ",374.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",J.P. MORGAN SECURITIES LLC                                                 ,"352       ",11471195.000000,92,5214
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JACKSON COUNTY BANK                                                        ,"14B       ",1528.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JEFF DAVIS                                                                 ,"5B1       ",225.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JEFFERIES LLC.                                                             ,"019       ",255681.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JOHNSON BANK                                                               ,"9T3       ",272.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JP MORGAN CHASE                                                            ,"56Q       ",5224290.000000,35,7
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JP MORGAN PRIVATE BANK                                                     ,"5DN       ",579097.000000,185,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JP MORGAN PRIVATE BANK                                                     ,"5NZ       ",287103.000000,63,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JPMORGAN                                                                   ,"82D       ",1821754.000000,16,1
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",JPMORGAN                                                                   ,"0L3       ",12636715.000000,31,23
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",KENTUCKY TRUST COMPANY                                                     ,"46Y       ",6818.000000,90,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",KEYBANK  N.A.                                                              ,"28K       ",38876.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",KINGDOM TRUST COMPANY                                                      ,"3VD       ",2918.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",KISHACOQUILLAS VALLEY NATIONAL BANK                                        ,"3L1       ",775.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",KS BANK                                                                    ,"3GT       ",73.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LAKE CITY BANK                                                             ,"90H       ",929.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LAKE RIDGE BANK                                                            ,"71Z       ",200.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LAURENTIAN BANK SECURITIES INC.                                            ,C04       ,412.000000,1,9
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LCNB NATIONAL BANK                                                         ,AA7       ,1967.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LEDYARD FINANCIAL ADVISORS                                                 ,"87L       ",1697.000000,12,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LEEDE FINANCIAL INC.                                                       ,CA7       ,2980.000000,0,24
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LEGACY PRIVATE TRUST COMPANY                                               ,"48S       ",74.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","LEGACY TRUST COMPANY, NA                                                   ","37R       ",100.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LEGACY TRUST GR                                                            ,"4SE       ",1292.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LETORT MANAGEMENT & TRUST COMPANY                                          ,"26Q       ",273.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LIBERTY NATIONAL BANK                                                      ,"8B6       ",13975.000000,182,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LINCOLN SAVINGS BANK                                                       ,"31Q       ",236.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LONE OAK TRUST COMPANY                                                     ,"5ZZ       ",72.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",LPL FINANCIAL                                                              ,"23N       ",18602966.000000,39,17462
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MAINSTAR TRUST                                                             ,"97C       ",429.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MAQUOKETA STATE BANK                                                       ,"14T       ",6805.000000,115,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MAREX CAPITAL MARKETS INC.                                                 ,"5BS       ",4284.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MCLOUD TECHNOLOGIES CORP.                                                  ,CT3       ,3518.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MCNB BANK AND TRUST CO.                                                    ,"65U       ",200.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MD MANAGEMENT LIMITED                                                      ,CAH       ,48990.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MECHANICS BANK                                                             ,"66H       ",27329.000000,217,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MEMBERS TRUST COMPANY                                                      ,"68T       ",399.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MERCHANTS & FARMERS BANK                                                   ,"93V       ",414.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","MERCHANTS BANK, NA                                                         ","70K       ",2727.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MERRILL LYNCH                                                              ,"3PU       ",27473436.000000,20,69205
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MID PENN BANK                                                              ,"4MP       ",1588.000000,33,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MIDAMERICA NATIONAL BANK                                                   ,"12S       ",1117.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MIDFIRST BANK                                                              ,"2S7       ",45310.000000,103,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MIDWEST BANK                                                               ,"06F       ",788.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MIDWEST INSTITUTIONAL TRUST                                                ,"992       ",45011.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MIDWESTONE BANK                                                            ,"92C       ",3784.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MINSTER BANK                                                               ,E4E       ,1719.000000,34,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MISSION MANAGEMENT & TRUST CO.                                             ,"6TD       ",335.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MISSOURI TRUST COMPANY                                                     ,"4JA       ",375.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MITSUBISHI UFJ TRUST & BANKING CORP.                                       ,"24J       ",15.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MIZUHO TRUST & BANKING CO. (USA)                                           ,"54C       ",2487160.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MONTECITO BANK & TRUST                                                     ,"3Q5       ",10805.000000,49,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MOODY NATIONAL BANK                                                        ,"0S3       ",1159.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MORGAN STANLEY                                                             ,"015       ",48741984.000000,60,171780
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MORGAN STANLEY & CO LLC.                                                   ,"050       ",523792.000000,56,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MORGAN STANLEY & CO LLC.                                                   ,"05X       ",399673.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MOUND CITY BANK                                                            ,P4P       ,23.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","MSEC, LLC                                                                  ","61D       ",66.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",MULTREES INVESTOR SERVICES LTD.                                            ,"5EG       ",1505.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","MURIEL SIEBERT & CO., LLC.                                                 ","445       ",18614.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","NATIONAL ADVISORS TRUST COMPANY, FSB                                       ","64P       ",11936.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NATIONAL BANK FINANCIAL.                                                   ,C34       ,862704.000000,14,4147
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NATIONAL EXCHANGE BANK & TRUST                                             ,"83J       ",3876.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NATIONAL FINANCIAL SERVICES LLC                                            ,"808       ",113944690.000000,2294,142203
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NATIXIS SECURITIES AMERICAS                                                ,"031       ",7708.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","NBT BANK, NA                                                               ","91H       ",122955.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NEW DIRECTION TRUST COMPANY                                                ,"4TP       ",359.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NICOLET NATIONAL BANK                                                      ,"31P       ",3755.000000,8,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NOMURA SECURITIES INTERNATIONAL INC                                        ,"3XD       ",1.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NOMURA SECURITIES INTERNATIONAL INC                                        ,"180       ",306469.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NORTH DALLAS BANK & TRUST COMPANY                                          ,"57H       ",50.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NORTH SHORE BANK OF COMMERCE                                               ,"17V       ",2101.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NORTH SIDE BANK & TRUST CO                                                 ,"03K       ",1749.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NORTHERN TRUST COMPANY                                                     ,"59B       ",2886556.000000,55,598
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NORTHWEST BANK & TRUST CO.                                                 ,"46R       ",160.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NORTHWEST SAVINGS BANK                                                     ,"9S2       ",5796.000000,37,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",NOTTINGHAM TRUST                                                           ,"33H       ",3209.000000,15,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",OAKWORTH CAPITAL BANK                                                      ,"87Y       ",3299.000000,11,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ODLUM BROWN LIMITED                                                        ,C52       ,19120.000000,0,316
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",OLD NATIONAL WEALTH MANAGEMENT                                             ,"6T5       ",4627.000000,16,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",OLD NORTH STATE TRUST                                                      ,"42Y       ",1571.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",OLD POINT TRUST & FINANCIAL SERVICES                                       ,"5S9       ",2380.000000,15,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",OLD SECOND NATIONAL BANK                                                   ,"01S       ",800.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",OPPENHEIMER & CO. INC.                                                     ,"571       ",1363776.000000,32,6292
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ORANGE BANK & TRUST COMPANY                                                ,"34W       ",2630.000000,12,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",OREGON PACIFIC BANK                                                        ,"44S       ",75.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ORRSTOWN BANK                                                              ,"20W       ",994.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PARKSIDE FINANCIAL BANK & TRUST                                            ,"9S3       ",1535.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PEAK SECURITIES INC.                                                       ,C94       ,3168.000000,0,48
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PEAK TRUST COMPANY                                                         ,"27M       ",274.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PEAPACK GLADSTONE BANK                                                     ,"3M4       ",234496.000000,273,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PENSCO TRUST COMPANY                                                       ,"10C       ",15284.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PEOPLES BANK                                                               ,"0T8       ",7312.000000,70,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PEOPLES BANK & TRUST                                                       ,"0B1       ",159.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PERKINS COIE TRUST COMPANY                                                 ,"10Q       ",299.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PERSHING LLC                                                               ,"443       ",21169488.000000,370,18025
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PERSHING SECURITIES LIMITED                                                ,"63A       ",222677.000000,26,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PETERS & CO. LIMITED                                                       ,C01       ,15.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PHILLIP CAPITAL INC.                                                       ,"3XC       ",257530.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PICTET AND CIE                                                             ,"4XI       ",1116547.000000,22,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PINNACLE BANK                                                              ,"75Z       ",3794.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","PIONEER TRUST BANK, N.A.                                                   ","99R       ",34.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PISCATAQUA SAVINGS BANK                                                    ,"21U       ",160.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PLAINS COMMERCE BANK                                                       ,"4XK       ",315.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","PLAINSCAPITAL BANK, WEALTH MGMT & TR                                       ","31F       ",29258.000000,174,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PLIMOTH INVESTMENT ADVISORS                                                ,"77L       ",39.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","PNC BANK, N.A.                                                             ","6A1       ",2558921.000000,11,11605
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PORTLAND TRUST COMPANY                                                     ,"0A8       ",25004.000000,160,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PREMIER BANK                                                               ,"08U       ",2716.000000,13,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PREMIER TRUST                                                              ,"39Z       ",43.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PRINCIPAL BANK                                                             ,"4ZM       ",41755.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",PROVIDENCE BANK & TRUST                                                    ,"9X6       ",3582.000000,38,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",QUEENSBOROUGH NATIONAL BANK & TRUST                                        ,"9H5       ",925.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",QUESTRADE INC.                                                             ,C06       ,460057.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RANGE BANK                                                                 ,E8E       ,433.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","RAYMOND JAMES & ASSOCIATES, INC.                                           ","725       ",10318039.000000,100,1732
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RAYMOND JAMES LTD.                                                         ,C58       ,94343.000000,59,1208
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RAYMOND JAMES TRUST CO                                                     ,"46K       ",33646.000000,118,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RBC DOMINION SECURITIES INC                                                ,C11       ,2062298.000000,6,11489
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RBC INVESTOR SERVICES                                                      ,C46       ,306173.000000,5,8
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RBC INVESTOR SERVICES                                                      ,C84       ,669312.000000,8,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RBC WEALTH MANAGEMENT                                                      ,"235       ",8850700.000000,39,25589
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RCB BANK                                                                   ,"15R       ",1535.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",REGIONS TRUST                                                              ,"21K       ",68961.000000,2,264
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RELIANCE OMNI                                                              ,"5CT       ",0.000000,0,4
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RELIANCE OMNI                                                              ,"5CU       ",0.000000,0,4
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RELIANCE OMNI                                                              ,"5CV       ",0.000000,0,12
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RELYANCE BANK                                                              ,"57V       ",3787.000000,37,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RENASANT BANK                                                              ,"88L       ",79.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RESEARCH CAPITAL CORPORATION                                               ,C35       ,3621.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",REVOLUT                                                                    ,"5YK       ",1996.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ROBERT W. BAIRD & CO. INC.                                                 ,"547       ",1619092.000000,141,15700
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ROCKLAND TRUST COMPANY                                                     ,"43K       ",1685.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ROLLSTONE BANK & TRUST                                                     ,"80Z       ",551.000000,0,0
