"Fund Name:","Record Date:","Meeting Date","CUSIP","Broadridge Job Number:","Issuer:","Broadridge Client Number:","Total Shares Held via Broadridge Reports:","Number of Proxy Edge Accounts:","Number of Special Processing Accounts:"
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CLEARPOINT FEDERAL BANK & TRUST                                            ,"2B6       ",230.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CLEARSTEAD TRUST                                                           ,"3M9       ",3026.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CNB BANK                                                                   ,"25M       ",2514.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","CNB BANK & TRUST, N.A.                                                     ","62M       ",193.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","CNB BANK, INC.                                                             ","27Z       ",100.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COASTLINE TRUST                                                            ,"7PB       ",29053.000000,98,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COLUMBIA TRUST COMPANY                                                     ,"43M       ",282.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMERICA BANK                                                              ,"0S0       ",121256.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","COMMERCE BANK, NA                                                          ","0S1       ",82180.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMERCIAL BANK                                                            ,"41Z       ",27.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMERCIAL BANK & TRUST                                                    ,"02Z       ",267.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMERCIAL BANK & TRUST CO OF PA                                           ,"6B9       ",63.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMERCIAL BANK OF TEXAS                                                   ,"64X       ",8775.000000,151,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMONWEALTH TRUST COMPANY                                                 ,"8D6       ",106262.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMUNITY BANK                                                             ,"88W       ",1658.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMUNITY BANK OF PLEASANT HILL                                            ,"22B       ",48.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMUNITY FINANCIAL SVCS GRP LLC                                           ,"25W       ",1117.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMUNITY NATIONAL BANK & TRUST                                            ,"3K4       ",322.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMUNITY NATIONAL BK & TRUST OF TEX                                       ,"39V       ",1200.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COMMUNITY TRUST AND INVESTMENT CO.                                         ,"34S       ",186.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CORAL GABLES TRUST COMPANY                                                 ,"3Q6       ",47.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COREFIRST BANK & TRUST                                                     ,"39L       ",562.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CORNERSTONE BANK                                                           ,"70L       ",49.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CORNERSTONE NATIONAL BANK & TRUST                                          ,"7PF       ",924.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CORNERSTONE PRIVATE ASSET TRUST                                            ,"4B4       ",69.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COUNSEL TRUST COMPANY                                                      ,"3PF       ",105.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COUNTRY TRUST BANK                                                         ,"79M       ",1759.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COUNTYBANK TRUST SERVICES                                                  ,"92K       ",3847.000000,118,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",COVENANT TRUST COMPANY                                                     ,"46P       ",32.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CREAND WEALTH MANAGEMENT                                                   ,"4R3       ",13227.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CREDIT AGRICOLE CORPORATE                                                  ,"651       ",516564.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",CYPRESS BANK & TRUST                                                       ,"67Q       ",23033.000000,190,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",D.A. DAVIDSON & CO.                                                        ,"361       ",344384.000000,68,3066
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DACOTAH BANK                                                               ,"0A3       ",400.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DAIWA SECURITIES AMERICA INC.                                              ,"647       ",158373.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DAVIDSON TRUST COMPANY                                                     ,"7XC       ",803.000000,1,2
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DESJARDINS SECURITIES INC                                                  ,CC9       ,221636.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DESJARDINS TRUST INC                                                       ,CD3       ,1353.000000,3,2
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DEUTSCHE BANK SECURITIES                                                   ,"9U1       ",65909.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DEWITT BANK & TRUST CO                                                     ,"2A8       ",120.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DIRECTED TRUST COMPANY                                                     ,"5KM       ",1071.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DIVERSIFIED TRUST COMPANY                                                  ,"0UC       ",1682.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DORSEY & WHITNEY TRUST COMPANY                                             ,"94Y       ",2709.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","DRIVEWEALTH, LLC                                                           ","6FX       ",393875.000000,0,2
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",DUNHAM TRUST COMPANY                                                       ,"5A7       ",1640.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EASTERN POINT TRUST COMPANY                                                ,"3YM       ",292.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EDWARD JONES                                                               ,"057       ",8498503.000000,4,8958
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EDWARD JONES TRUST COMPANY                                                 ,"27K       ",2036.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EDWARD JONES.                                                              ,C05       ,103012.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ELEUTHERIAN TRUST COMPANY                                                  ,"9X1       ",1193.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EQUITABLE TRUST COMPANY                                                    ,"89P       ",37757.000000,189,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EQUITY TRUST COMPANY                                                       ,"11P       ",3164.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ESL FEDERAL CREDIT UNION                                                   ,"3SI       ",400.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EUROCLEAR UK & IRELAND                                                     ,"5EA       ",11304.000000,21,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EVERCORE TRUST COMPANY                                                     ,"2A2       ",12962.000000,40,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EVERENCE TRUST COMPANY                                                     ,"39P       ",1623.000000,1,10
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EVOLVE BANK AND TRUST                                                      ,"4B1       ",292.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EXCHANGE BANK                                                              ,"88H       ",638.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",EXCHANGE BANK OF JUNCTION CITY                                             ,"72Q       ",59.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FARMERS & MERCHANTS TRUST COMPANY                                          ,"11K       ",1384.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FARMERS AND MERCHANTS BANK                                                 ,"09R       ",470.000000,14,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FARMERS AND MERCHANTS BANK & TRUST                                         ,"3RY       ",100.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FARMERS TRUST COMPANY                                                      ,"13K       ",9565.000000,413,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIDELITY CLEARING CANADA ULC                                               ,CAA       ,411918.000000,7,893
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIDELITY DEPOSIT AND DISCOUNT BANK                                         ,"29M       ",128.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIDUCIARY TRUST COMPANY                                                    ,"3A5       ",12473.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIDUCIARY TRUST COMPANY INTL.                                              ,"35A       ",303097.000000,10,137
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIFTH THIRD BANK                                                           ,"01K       ",80721.000000,4,122
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FINEMARK NATIONAL BANK AND TRUST                                           ,"18X       ",48914.000000,345,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST AMERICAN BANK                                                        ,"16G       ",560.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST AMERICAN BANK & TRUST                                                ,"22U       ",54.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","FIRST AMERICAN TRUST, FSB                                                  ","42J       ",5010.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST BANK                                                                 ,"75Y       ",1290.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST BANK & TRUST                                                         ,"6G6       ",261.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST BANK & TRUST COMPANY                                                 ,"13T       ",247.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST BANK OF UPPER MICHIGAN                                               ,"90L       ",255.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST BANK RICHMOND                                                        ,"35W       ",972.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST BANKERS TRUST COMPANY                                                ,"3LK       ",760.000000,8,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST BUSINESS BANK                                                        ,"3TI       ",36.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST COMMAND BANK                                                         ,"49X       ",1794.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST COMMONWEALTH BANK--TRUST                                             ,"61K       ",4590.000000,17,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST DAKOTA NATIONAL BANK                                                 ,"84L       ",890.000000,20,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST FARMERS & MERCHANTS                                                  ,"22A       ",136.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST FINANCIAL BANK                                                       ,"61H       ",2598.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST FINANCIAL NA                                                         ,"3VE       ",2298.000000,144,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST FINANCIAL TRUST & ASSET MANAGE                                       ,"9T9       ",2262.000000,23,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST FOUNDATIONS BANK                                                     ,"01J       ",11395.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST HAWAIIAN BANK                                                        ,"18C       ",3336.000000,2,2
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST HOPE BANK                                                            ,"71S       ",664.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST HORIZON BANK                                                         ,"19A       ",30834.000000,2,52
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST INTERNATIONAL BANK & TRUST                                           ,"22R       ",9.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST INTERSTATE BANK WEALTH MANAGEM                                       ,"74K       ",6550.000000,14,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST MID WEALTH MANAGEMENT COMPANY                                        ,"06S       ",1205.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NATIONAL BANK & TRUST                                                ,"73Z       ",1599.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NATIONAL BANK & TRUST CO.                                            ,"28V       ",255.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NATIONAL BANK ALASKA                                                 ,"3D5       ",20.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NATIONAL BANK OF FORT SMITH                                          ,"73A       ",100.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NATIONAL BANK OF MOUNT DORA                                          ,"25G       ",105.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NATIONAL BK OF HUNTSVILLE                                            ,"11E       ",260.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NATIONAL TRUST COMPANY                                               ,"90T       ",7469.000000,27,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST NORTHERN BANK OF WYOMING                                             ,"23X       ",90.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST PREMIER BANK                                                         ,"33J       ",2905.000000,27,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","FIRST SECURITY BANK, SEARCY                                                ","60V       ",16.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST SECURITY TRUST DEPARTMENT                                            ,"3J7       ",43.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST STATE BANK                                                           ,"88Z       ",142.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST STATE BANK & TRUST                                                   ,"01W       ",2634.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST STATE TRUST COMPANY                                                  ,"1T7       ",379.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST TRUST & SAVINGS                                                      ,"5A4       ",295.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST WESTERN BANK & TRUST                                                 ,"4A3       ",4528.000000,24,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRST WESTERN TRUST BANK                                                   ,"33R       ",823.000000,8,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIRSTBANK                                                                  ,"45Z       ",23620.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIS BUSINESS SYSTEMS LLC                                                   ,"3G2       ",548.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIS BUSINESS SYSTEMS LLC                                                   ,"987       ",286.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIS BUSINESS SYSTEMS LLC                                                   ,"84R       ",41784.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIS WEALTH OUTSOURCING SOLUTIONS                                           ,"4BN       ",0.000000,0,34
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FIVE POINTS BANK                                                           ,"70Z       ",334.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FNBC BANK & TRUST                                                          ,"15L       ",3266.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FNZ TRUST COMPANY                                                          ,"6U2       ",29390.000000,8,5
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FOLEY & LARDNER LLP.                                                       ,"07J       ",15.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FOWLER STATE BANK                                                          ,"3O6       ",8216.000000,11,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FRANDSEN BANK TRUST                                                        ,"12V       ",152.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FREETRADE LIMITED                                                          ,"7V9       ",1.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FREMONT BANK                                                               ,"7CC       ",46.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FRONTIER BANK                                                              ,"3PD       ",32.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",FROST BANK                                                                 ,"2T4       ",17090.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","FULTON FINANCIAL ADVISORS, N.A.                                            ","6S1       ",5551.000000,34,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GOLDMAN SACHS & CO. LLC                                                    ,"005       ",5649463.000000,25,772
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GOLDMAN SACHS CUSTODY SOLUTIONS                                            ,"728       ",255936.000000,194,294
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GOLDMAN SACHS INTERNATIONAL LIMITED                                        ,A20       ,468896.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GOULSTON & STORRS                                                          ,"64T       ",149.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GREAT PLAINS TRUST COMPANY                                                 ,"55L       ",234.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GREATBANC TRUST COMPANY                                                    ,"28M       ",52.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GREENFIELD BANKING COMPANY                                                 ,"7A6       ",1202.000000,20,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GREENFIELD SAVINGS BANK                                                    ,"76W       ",7805.000000,168,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GREENLEAF TRUST                                                            ,"09N       ",6054.000000,30,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GROVE BANK & TRUST                                                         ,"72N       ",878.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GUARANTY BANK & TRUST                                                      ,"77Z       ",421.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GUARANTY STATE BANK & TRUST COMPANY                                        ,"02C       ",85.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",GULF COAST BANK AND TRUST COMPANY                                          ,"71T       ",7512.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",H.M. PAYSON & CO.                                                          ,"85W       ",1757.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HARBOUR TRUST & INVESTMENT MANAGEMEN                                       ,"13L       ",15040.000000,833,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HAYWOOD SECURITIES INC.                                                    ,C57       ,7473.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HEARTLAND BANK                                                             ,"3U8       ",55.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HEARTLAND BANK & TRUST COMPANY                                             ,"11L       ",296.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HEARTLAND FINANCIAL                                                        ,"92P       ",12.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HILLS BANK AND TRUST                                                       ,"20A       ",404.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HILLSDALE COUNTY NAT'L BANK TRUST DE                                       ,"09T       ",100.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HILLTOP NATIONAL BANK                                                      ,"6WA       ",5784.000000,11,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HILLTOP SECURITIES INC.                                                    ,"6QD       ",255950.000000,3,22
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HOME FEDERAL BANK OF TENNESSEE                                             ,"69K       ",7058.000000,61,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","HOME STATE BANK (CRYSTAL LAKE, IL)                                         ","23H       ",150.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",HORIZON TRUST & INVESTMENT MANAGEMEN                                       ,"9F7       ",22.000000,0,0
